image_name,github_url
2337980_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2337980_cropped.png?raw=true
2411200_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2411200_cropped.png?raw=true
2375139_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2375139_cropped.png?raw=true
2334411_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2334411_cropped.png?raw=true
2344870_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2344870_cropped.png?raw=true
2367954_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2367954_cropped.png?raw=true
2407061_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2407061_cropped.png?raw=true
2384672_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2384672_cropped.png?raw=true
713193_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/713193_cropped.png?raw=true
1591980_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/1591980_cropped.png?raw=true
2329276_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2329276_cropped.png?raw=true
2321955_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2321955_cropped.png?raw=true
2370668_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2370668_cropped.png?raw=true
2413506_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2413506_cropped.png?raw=true
2409043_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2409043_cropped.png?raw=true
2325307_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2325307_cropped.png?raw=true
2403093_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2403093_cropped.png?raw=true
2360903_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2360903_cropped.png?raw=true
1700_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/1700_cropped.png?raw=true
2389441_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2389441_cropped.png?raw=true
2367895_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2367895_cropped.png?raw=true
2328197_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2328197_cropped.png?raw=true
3028_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/3028_cropped.png?raw=true
2417557_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2417557_cropped.png?raw=true
2395199_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2395199_cropped.png?raw=true
772_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/772_cropped.png?raw=true
2388097_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2388097_cropped.png?raw=true
2370289_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2370289_cropped.png?raw=true
2403257_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2403257_cropped.png?raw=true
2326682_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2326682_cropped.png?raw=true
2341866_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2341866_cropped.png?raw=true
2412756_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2412756_cropped.png?raw=true
2385398_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2385398_cropped.png?raw=true
2362942_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2362942_cropped.png?raw=true
2384145_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2384145_cropped.png?raw=true
2343638_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2343638_cropped.png?raw=true
2407939_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2407939_cropped.png?raw=true
2361710_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2361710_cropped.png?raw=true
2315994_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2315994_cropped.png?raw=true
2353698_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2353698_cropped.png?raw=true
4156_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/4156_cropped.png?raw=true
2346968_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2346968_cropped.png?raw=true
2371728_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2371728_cropped.png?raw=true
2327197_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2327197_cropped.png?raw=true
2388979_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2388979_cropped.png?raw=true
2369177_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2369177_cropped.png?raw=true
2321343_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2321343_cropped.png?raw=true
2350390_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2350390_cropped.png?raw=true
2341425_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2341425_cropped.png?raw=true
2357480_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2357480_cropped.png?raw=true
2319130_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2319130_cropped.png?raw=true
2388082_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2388082_cropped.png?raw=true
2405459_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2405459_cropped.png?raw=true
2329004_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2329004_cropped.png?raw=true
897_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/897_cropped.png?raw=true
2404974_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2404974_cropped.png?raw=true
2317625_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2317625_cropped.png?raw=true
2385469_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2385469_cropped.png?raw=true
2411002_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2411002_cropped.png?raw=true
2333697_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2333697_cropped.png?raw=true
2365585_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2365585_cropped.png?raw=true
2407138_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2407138_cropped.png?raw=true
2395618_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2395618_cropped.png?raw=true
2403194_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2403194_cropped.png?raw=true
2405882_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2405882_cropped.png?raw=true
2372700_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2372700_cropped.png?raw=true
2398517_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2398517_cropped.png?raw=true
2397052_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2397052_cropped.png?raw=true
2347557_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2347557_cropped.png?raw=true
2402914_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2402914_cropped.png?raw=true
2403980_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2403980_cropped.png?raw=true
2399442_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2399442_cropped.png?raw=true
2404377_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2404377_cropped.png?raw=true
2379431_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2379431_cropped.png?raw=true
2362896_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2362896_cropped.png?raw=true
2413616_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2413616_cropped.png?raw=true
2384788_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2384788_cropped.png?raw=true
2407554_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2407554_cropped.png?raw=true
1836_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/1836_cropped.png?raw=true
2364969_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2364969_cropped.png?raw=true
2358860_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2358860_cropped.png?raw=true
150476_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/150476_cropped.png?raw=true
2380646_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2380646_cropped.png?raw=true
2404215_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2404215_cropped.png?raw=true
2369722_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2369722_cropped.png?raw=true
1140_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/1140_cropped.png?raw=true
2391997_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2391997_cropped.png?raw=true
2403417_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2403417_cropped.png?raw=true
2379358_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2379358_cropped.png?raw=true
2380366_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2380366_cropped.png?raw=true
2381574_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2381574_cropped.png?raw=true
2410127_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2410127_cropped.png?raw=true
2346510_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2346510_cropped.png?raw=true
2320374_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2320374_cropped.png?raw=true
2337440_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2337440_cropped.png?raw=true
2384550_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2384550_cropped.png?raw=true
2325449_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2325449_cropped.png?raw=true
2355317_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2355317_cropped.png?raw=true
2338873_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2338873_cropped.png?raw=true
2402386_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2402386_cropped.png?raw=true
2319060_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2319060_cropped.png?raw=true
2396230_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2396230_cropped.png?raw=true
2405652_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2405652_cropped.png?raw=true
2364685_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2364685_cropped.png?raw=true
2394518_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2394518_cropped.png?raw=true
498221_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/498221_cropped.png?raw=true
2361310_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2361310_cropped.png?raw=true
2406443_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2406443_cropped.png?raw=true
2348688_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2348688_cropped.png?raw=true
2365942_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2365942_cropped.png?raw=true
2334436_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2334436_cropped.png?raw=true
2368709_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2368709_cropped.png?raw=true
2370406_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2370406_cropped.png?raw=true
2373225_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2373225_cropped.png?raw=true
2410557_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2410557_cropped.png?raw=true
2417191_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2417191_cropped.png?raw=true
2328248_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2328248_cropped.png?raw=true
2371656_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2371656_cropped.png?raw=true
2400592_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2400592_cropped.png?raw=true
2407154_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2407154_cropped.png?raw=true
2397593_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2397593_cropped.png?raw=true
2413216_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2413216_cropped.png?raw=true
2365476_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2365476_cropped.png?raw=true
2372447_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2372447_cropped.png?raw=true
2411887_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2411887_cropped.png?raw=true
2406490_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2406490_cropped.png?raw=true
285938_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/285938_cropped.png?raw=true
2315850_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2315850_cropped.png?raw=true
2400231_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2400231_cropped.png?raw=true
2375722_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2375722_cropped.png?raw=true
2383779_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2383779_cropped.png?raw=true
2414888_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2414888_cropped.png?raw=true
2404210_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2404210_cropped.png?raw=true
285602_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/285602_cropped.png?raw=true
2361659_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2361659_cropped.png?raw=true
2341591_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2341591_cropped.png?raw=true
2381845_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2381845_cropped.png?raw=true
2361309_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2361309_cropped.png?raw=true
713885_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/713885_cropped.png?raw=true
2324417_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2324417_cropped.png?raw=true
2316826_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2316826_cropped.png?raw=true
2384823_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2384823_cropped.png?raw=true
2375545_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2375545_cropped.png?raw=true
2361868_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2361868_cropped.png?raw=true
2403247_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2403247_cropped.png?raw=true
2384037_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2384037_cropped.png?raw=true
2350151_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2350151_cropped.png?raw=true
2357408_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2357408_cropped.png?raw=true
1084_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/1084_cropped.png?raw=true
2354532_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2354532_cropped.png?raw=true
2388118_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2388118_cropped.png?raw=true
2404557_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2404557_cropped.png?raw=true
2386199_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2386199_cropped.png?raw=true
2324137_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2324137_cropped.png?raw=true
2336627_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2336627_cropped.png?raw=true
2342478_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2342478_cropped.png?raw=true
2051_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2051_cropped.png?raw=true
2350121_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2350121_cropped.png?raw=true
2394909_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2394909_cropped.png?raw=true
2403908_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2403908_cropped.png?raw=true
2373973_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2373973_cropped.png?raw=true
2366005_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2366005_cropped.png?raw=true
2338288_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2338288_cropped.png?raw=true
2415158_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2415158_cropped.png?raw=true
2342056_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2342056_cropped.png?raw=true
2379599_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2379599_cropped.png?raw=true
2336854_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2336854_cropped.png?raw=true
2366_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2366_cropped.png?raw=true
2386185_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2386185_cropped.png?raw=true
2378839_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2378839_cropped.png?raw=true
1159278_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/1159278_cropped.png?raw=true
2315526_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2315526_cropped.png?raw=true
2327228_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2327228_cropped.png?raw=true
2392523_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2392523_cropped.png?raw=true
2384586_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2384586_cropped.png?raw=true
2373155_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2373155_cropped.png?raw=true
2417025_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2417025_cropped.png?raw=true
2413116_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2413116_cropped.png?raw=true
2412254_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2412254_cropped.png?raw=true
2337165_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2337165_cropped.png?raw=true
2406074_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2406074_cropped.png?raw=true
2340632_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2340632_cropped.png?raw=true
2376716_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2376716_cropped.png?raw=true
2335046_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2335046_cropped.png?raw=true
2390885_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2390885_cropped.png?raw=true
2370994_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2370994_cropped.png?raw=true
2330355_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2330355_cropped.png?raw=true
2363896_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2363896_cropped.png?raw=true
2337964_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2337964_cropped.png?raw=true
4189_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/4189_cropped.png?raw=true
498231_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/498231_cropped.png?raw=true
2356436_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2356436_cropped.png?raw=true
2374149_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2374149_cropped.png?raw=true
2373836_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2373836_cropped.png?raw=true
2412983_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2412983_cropped.png?raw=true
2393927_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2393927_cropped.png?raw=true
2353367_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2353367_cropped.png?raw=true
2347025_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2347025_cropped.png?raw=true
2383332_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2383332_cropped.png?raw=true
2317765_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2317765_cropped.png?raw=true
2336320_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2336320_cropped.png?raw=true
2199_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2199_cropped.png?raw=true
2332621_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2332621_cropped.png?raw=true
2351234_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2351234_cropped.png?raw=true
2337100_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2337100_cropped.png?raw=true
2323712_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2323712_cropped.png?raw=true
2337450_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2337450_cropped.png?raw=true
2327138_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2327138_cropped.png?raw=true
2391709_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2391709_cropped.png?raw=true
2413967_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2413967_cropped.png?raw=true
2368864_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2368864_cropped.png?raw=true
2409743_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2409743_cropped.png?raw=true
2741_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2741_cropped.png?raw=true
2384757_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2384757_cropped.png?raw=true
2372098_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2372098_cropped.png?raw=true
2317296_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2317296_cropped.png?raw=true
2416863_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2416863_cropped.png?raw=true
2341429_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2341429_cropped.png?raw=true
2415736_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2415736_cropped.png?raw=true
2393604_cropped.png,https://github.com/sid-betalol/wmt-task/blob/main/challenge-set/2393604_cropped.png?raw=true
